Assembly,Chromosome,Plasmid
GCF_003855315.1,NZ_CP034045.1,NZ_CP034051.1
GCF_003855315.1,NZ_CP034045.1,NZ_CP034052.1
GCF_003855355.1,NZ_CP034026.1,NZ_CP034027.1
GCF_003855375.1,NZ_CP034030.1,NZ_CP034031.1
GCF_003855415.1,NZ_CP034018.1,NZ_CP034019.1
GCF_003855435.1,NZ_CP034032.1,NZ_CP034033.1
GCF_003855435.1,NZ_CP034032.1,NZ_CP034034.1
GCF_003855495.1,NZ_CP034086.1,NZ_CP034087.1
GCF_003855495.1,NZ_CP034086.1,NZ_CP034088.1
GCF_003855515.1,NZ_CP034082.1,NZ_CP034085.1
GCF_003855515.1,NZ_CP034082.1,NZ_CP034084.1
GCF_003855515.1,NZ_CP034082.1,NZ_CP034083.1
GCF_003855655.1,NZ_CP034099.1,NZ_CP034100.1
GCF_003856395.1,NZ_CP034111.1,NZ_CP034112.1
GCF_003856395.1,NZ_CP034111.1,NZ_CP034113.1
GCF_003856395.1,NZ_CP034111.1,NZ_CP034114.1
GCF_003856455.1,NZ_CP034115.1,NZ_CP034116.1
GCF_003856455.1,NZ_CP034115.1,NZ_CP034117.1
GCF_003856475.1,NZ_CP034123.1,NZ_CP034124.1
GCF_003856475.1,NZ_CP034123.1,NZ_CP034125.1
GCF_003856475.1,NZ_CP034123.1,NZ_CP034126.1
GCF_003856475.1,NZ_CP034123.1,NZ_CP034127.1
GCF_003856495.1,NZ_CP034118.1,NZ_CP034119.1
GCF_003856575.1,NZ_CP023834.1,NZ_CP023835.1
GCF_003856575.1,NZ_CP023834.1,NZ_CP023836.1
GCF_003856575.1,NZ_CP023834.1,NZ_CP023837.1
GCF_003856575.1,NZ_CP023834.1,NZ_CP023838.1
GCF_003856595.1,NZ_CP023839.1,NZ_CP023840.1
GCF_003856595.1,NZ_CP023839.1,NZ_CP023841.1
GCF_003856595.1,NZ_CP023839.1,NZ_CP023842.1
GCF_003856595.1,NZ_CP023839.1,NZ_CP023843.1
GCF_003856615.1,NZ_CP023849.1,NZ_CP023850.1
GCF_003856615.1,NZ_CP023849.1,NZ_CP023851.1
GCF_003856615.1,NZ_CP023849.1,NZ_CP023852.1
GCF_003856635.1,NZ_CP023853.1,NZ_CP023854.1
GCF_003856635.1,NZ_CP023853.1,NZ_CP023855.1
GCF_003856635.1,NZ_CP023853.1,NZ_CP023856.1
GCF_003856635.1,NZ_CP023853.1,NZ_CP023857.1
GCF_003856635.1,NZ_CP023853.1,NZ_CP023858.1
GCF_003856655.1,NZ_CP023826.1,NZ_CP023827.1
GCF_003856655.1,NZ_CP023826.1,NZ_CP023828.1
GCF_003856655.1,NZ_CP023826.1,NZ_CP023829.1
GCF_003856655.1,NZ_CP023826.1,NZ_CP023830.1
GCF_003856655.1,NZ_CP023826.1,NZ_CP023831.1
GCF_003856655.1,NZ_CP023826.1,NZ_CP023832.1
GCF_003856655.1,NZ_CP023826.1,NZ_CP023833.1
GCF_003856675.1,NZ_CP023820.1,NZ_CP023821.1
GCF_003856675.1,NZ_CP023820.1,NZ_CP023822.1
GCF_003856675.1,NZ_CP023820.1,NZ_CP023823.1
GCF_003856675.1,NZ_CP023820.1,NZ_CP023824.1
GCF_003856675.1,NZ_CP023820.1,NZ_CP023825.1
GCF_003856695.1,NZ_CP023844.1,NZ_CP023845.1
GCF_003856695.1,NZ_CP023844.1,NZ_CP023846.1
GCF_003856695.1,NZ_CP023844.1,NZ_CP023847.1
GCF_003856695.1,NZ_CP023844.1,NZ_CP023848.1
GCF_003856995.1,NZ_CP022730.1,NZ_CP022731.1
GCF_003856995.1,NZ_CP022730.1,NZ_CP022732.1
GCF_003856995.1,NZ_CP022730.1,NZ_CP022733.1
GCF_003856995.1,NZ_CP022730.1,NZ_CP022734.1
GCF_003856995.1,NZ_CP022730.1,NZ_CP022735.1
GCF_003860325.1,NZ_CP034148.1,NZ_CP034149.1
GCF_003860325.1,NZ_CP034148.1,NZ_CP034150.1
GCF_003860325.1,NZ_CP034148.1,NZ_CP034151.1
GCF_003860365.1,NZ_CP034162.1,NZ_CP034163.1
GCF_003860385.1,NZ_CP034166.1,NZ_CP034165.1
GCF_003860385.1,NZ_CP034166.1,NZ_CP034164.1
GCF_003860385.1,NZ_CP034166.1,NZ_CP034167.1
GCF_003860465.1,NZ_CP034183.1,NZ_CP034185.1
GCF_003860465.1,NZ_CP034183.1,NZ_CP034186.1
GCF_003860465.1,NZ_CP034183.1,NZ_CP034187.1
GCF_003860465.1,NZ_CP034183.1,NZ_CP034188.1
GCF_003860465.1,NZ_CP034183.1,NZ_CP034189.1
GCF_003860465.1,NZ_CP034184.1,NZ_CP034185.1
GCF_003860465.1,NZ_CP034184.1,NZ_CP034186.1
GCF_003860465.1,NZ_CP034184.1,NZ_CP034187.1
GCF_003860465.1,NZ_CP034184.1,NZ_CP034188.1
GCF_003860465.1,NZ_CP034184.1,NZ_CP034189.1
GCF_003860485.1,NZ_CP034171.1,NZ_CP034172.1
GCF_003860625.1,NZ_CP034152.1,NZ_CP034153.1
GCF_003860625.1,NZ_CP034152.1,NZ_CP034154.1
GCF_003860625.1,NZ_CP034152.1,NZ_CP034155.1
GCF_003860625.1,NZ_CP034152.1,NZ_CP034156.1
GCF_003864015.1,NZ_CP034230.1,NZ_CP034231.1
GCF_003864095.1,NZ_CP034213.1,NZ_CP034214.1
GCF_003900515.1,NZ_CP041211.1,NZ_CP041212.1
GCF_003925855.2,NZ_AP019195.1,NZ_AP019196.1
GCF_003925855.2,NZ_AP019195.1,NZ_AP019197.1
GCF_003925855.2,NZ_AP019195.1,NZ_AP019198.1
GCF_003925895.1,NZ_AP019189.1,NZ_AP018147.1
GCF_003925895.1,NZ_AP019189.1,NZ_AP019190.1
GCF_003925915.1,NZ_AP018756.1,NZ_AP018757.1
GCF_003925915.1,NZ_AP018756.1,NZ_AP018758.1
GCF_003932035.1,NZ_CP034276.1,NZ_CP034277.1
GCF_003932035.1,NZ_CP034276.1,NZ_CP034278.1
GCF_003932715.1,NZ_CP020700.1,NZ_CP020701.1
GCF_003932715.1,NZ_CP020700.1,NZ_CP020702.1
GCF_003932915.1,NZ_CP024707.1,NZ_CP024708.1
GCF_003932915.1,NZ_CP024707.1,NZ_CP024709.1
GCF_003934185.1,NZ_CP034281.1,NZ_CP034282.1
GCF_003934185.1,NZ_CP034281.1,NZ_CP034283.1
GCF_003934185.1,NZ_CP034281.1,NZ_CP034284.1
GCF_003935895.2,NZ_CP054058.1,NZ_CP054057.1
GCF_003937135.2,NZ_CP078033.1,NZ_CP078034.1
GCF_003937135.2,NZ_CP078033.1,NZ_CP078035.1
GCF_003937135.2,NZ_CP078033.1,NZ_CP078036.1
GCF_003937135.2,NZ_CP078033.1,NZ_CP078037.1
GCF_003937345.2,NZ_CP078020.1,NZ_CP078021.1
GCF_003937345.2,NZ_CP078020.1,NZ_CP078022.1
GCF_003937345.2,NZ_CP078020.1,NZ_CP078023.1
GCF_003937345.2,NZ_CP078020.1,NZ_CP078024.1
GCF_003937345.2,NZ_CP078020.1,NZ_CP078025.1
GCF_003937345.2,NZ_CP078020.1,NZ_CP078026.1
GCF_003938405.2,NZ_CP078027.1,NZ_CP078028.1
GCF_003938405.2,NZ_CP078027.1,NZ_CP078029.1
GCF_003938405.2,NZ_CP078027.1,NZ_CP078030.1
GCF_003938405.2,NZ_CP078027.1,NZ_CP078031.1
GCF_003938405.2,NZ_CP078027.1,NZ_CP078032.1
GCF_003939085.1,NZ_CP034314.1,NZ_CP034313.1
GCF_003939085.1,NZ_CP034314.1,NZ_CP034312.1
GCF_003939325.2,NZ_CP079792.1,NZ_CP079793.1
GCF_003939325.2,NZ_CP079792.1,NZ_CP079794.1
GCF_003939325.2,NZ_CP079792.1,NZ_CP079795.1
GCF_003939325.2,NZ_CP079792.1,NZ_CP079796.1
GCF_003939325.2,NZ_CP079792.1,NZ_CP079797.1
GCF_003939325.2,NZ_CP079792.1,NZ_CP079798.1
GCF_003939335.2,NZ_CP078018.1,NZ_CP078019.1
GCF_003939355.2,NZ_CP078042.1,NZ_CP078043.1
GCF_003939355.2,NZ_CP078042.1,NZ_CP078044.1
GCF_003940805.1,NZ_CP034328.1,NZ_CP034329.1
GCF_003940805.1,NZ_CP034328.1,NZ_CP034330.1
GCF_003940805.1,NZ_CP034328.1,NZ_CP034331.1
GCF_003940805.1,NZ_CP034328.1,NZ_CP034332.1
GCF_003942025.1,NZ_CP034240.1,NZ_CP034238.1
GCF_003942025.1,NZ_CP034240.1,NZ_CP034239.1
GCF_003942025.1,NZ_CP034241.1,NZ_CP034238.1
GCF_003942025.1,NZ_CP034241.1,NZ_CP034239.1
GCF_003944565.2,NZ_CP040805.1,NZ_CP040806.1
GCF_003944565.2,NZ_CP040805.1,NZ_CP040807.1
GCF_003944565.2,NZ_CP040805.1,NZ_CP040808.1
GCF_003944565.2,NZ_CP040805.1,NZ_CP040809.1
GCF_003944565.2,NZ_CP040805.1,NZ_CP040810.1
GCF_003944565.2,NZ_CP040805.1,NZ_CP040811.1
GCF_003945385.1,NZ_AP018920.1,NZ_AP018921.1
GCF_003945525.1,NZ_CP029601.1,NZ_CP029602.1
GCF_003948085.2,NZ_CP039341.1,NZ_CP039342.1
GCF_003948455.2,NZ_CP039518.1,NZ_CP039519.1
GCF_003948535.2,NZ_CP039520.1,NZ_CP039521.1
GCF_003949115.2,NZ_CP039343.1,NZ_CP039344.1
GCF_003949595.2,NZ_CP039993.1,NZ_CP039994.1
GCF_003949595.2,NZ_CP039993.1,NZ_CP039995.1
GCF_003949725.2,NZ_CP039930.1,NZ_CP039931.1
GCF_003949725.2,NZ_CP039930.1,NZ_CP039932.1
GCF_003949725.2,NZ_CP039930.1,NZ_CP039933.1
GCF_003950015.1,NZ_CP034354.1,NZ_CP034355.1
GCF_003950035.1,NZ_CP034350.1,NZ_CP034351.1
GCF_003950035.1,NZ_CP034350.1,NZ_CP034352.1
GCF_003952665.1,NZ_CP017946.1,NZ_CP017947.1
GCF_003952785.1,NZ_CP022298.1,NZ_CP022299.1
GCF_003952785.1,NZ_CP022298.1,NZ_CP022300.1
GCF_003952785.1,NZ_CP022298.1,NZ_CP022301.1
GCF_003952785.1,NZ_CP022298.1,NZ_CP022302.1
GCF_003952885.1,NZ_CP025285.1,NZ_CP025284.1
GCF_003952885.1,NZ_CP025285.1,NZ_CP025283.1
GCF_003953905.1,NZ_CP026021.1,NZ_CP026022.1
GCF_003955865.1,NZ_CP019581.1,NZ_CP019582.1
GCF_003955865.1,NZ_CP019581.1,NZ_CP019583.1
GCF_003955965.1,NZ_CP033056.1,NZ_CP033057.1
GCF_003955985.1,NZ_CP033784.1,NZ_CP033785.1
GCF_003955985.1,NZ_CP033784.1,NZ_CP033786.1
GCF_003956005.1,NZ_CP033814.1,NZ_CP033812.1
GCF_003956005.1,NZ_CP033814.1,NZ_CP033813.1
GCF_003956025.1,NZ_CP033735.1,NZ_CP033734.1
GCF_003956065.1,NZ_CP029610.1,NZ_CP029611.1
GCF_003956105.2,NZ_CP034482.1,NZ_CP034838.1
GCF_003956125.2,NZ_CP034481.1,NZ_CP034839.1
GCF_003956145.2,NZ_CP034483.1,NZ_CP034837.1
GCF_003956165.1,NZ_CP025856.1,NZ_CP025857.1
GCF_003956165.1,NZ_CP025856.1,NZ_CP025858.1
GCF_003956185.1,NZ_CP025862.1,NZ_CP025863.1
GCF_003956185.1,NZ_CP025862.1,NZ_CP025864.1
GCF_003956205.1,NZ_CP025910.1,NZ_CP025911.1
GCF_003956205.1,NZ_CP025910.1,NZ_CP025912.1
GCF_003956225.1,NZ_CP025913.1,NZ_CP025915.1
GCF_003956225.1,NZ_CP025913.1,NZ_CP025914.1
GCF_003956245.1,NZ_CP025840.1,NZ_CP025841.1
GCF_003956265.1,NZ_CP025851.1,NZ_CP025852.1
GCF_003956265.1,NZ_CP025851.1,NZ_CP025853.1
GCF_003956265.1,NZ_CP025851.1,NZ_CP025854.1
GCF_003956265.1,NZ_CP025851.1,NZ_CP025855.1
GCF_003956285.1,NZ_CP025869.1,NZ_CP025870.1
GCF_003956285.1,NZ_CP025869.1,NZ_CP025871.1
GCF_003956285.1,NZ_CP025869.1,NZ_CP025872.1
GCF_003956305.1,NZ_CP025903.1,NZ_CP025905.1
GCF_003956305.1,NZ_CP025903.1,NZ_CP025904.1
GCF_003956325.1,NZ_CP025920.1,NZ_CP025921.1
GCF_003956325.1,NZ_CP025920.1,NZ_CP025922.1
GCF_003956345.1,NZ_CP025842.1,NZ_CP025843.1
GCF_003956345.1,NZ_CP025842.1,NZ_CP025845.1
GCF_003956345.1,NZ_CP025842.1,NZ_CP025846.1
GCF_003956345.1,NZ_CP025842.1,NZ_CP025844.1
GCF_003956365.1,NZ_CP025847.1,NZ_CP025848.1
GCF_003956385.1,NZ_CP025849.1,NZ_CP025850.1
GCF_003956405.1,NZ_CP025859.1,NZ_CP025860.1
GCF_003956405.1,NZ_CP025859.1,NZ_CP025861.1
GCF_003956425.1,NZ_CP025865.1,NZ_CP025868.1
GCF_003956425.1,NZ_CP025865.1,NZ_CP025867.1
GCF_003956425.1,NZ_CP025865.1,NZ_CP025866.1
GCF_003956445.1,NZ_CP025881.1,NZ_CP025883.1
GCF_003956445.1,NZ_CP025881.1,NZ_CP025882.1
GCF_003956445.1,NZ_CP025881.1,NZ_CP025885.1
GCF_003956445.1,NZ_CP025881.1,NZ_CP025884.1
GCF_003956465.1,NZ_CP025892.1,NZ_CP025894.1
GCF_003956465.1,NZ_CP025892.1,NZ_CP025893.1
GCF_003956465.1,NZ_CP025892.1,NZ_CP025895.1
GCF_003956485.1,NZ_CP025916.1,NZ_CP025917.1
GCF_003956485.1,NZ_CP025916.1,NZ_CP025919.1
GCF_003956485.1,NZ_CP025916.1,NZ_CP025918.1
GCF_003957375.1,NZ_CP025473.1,NZ_CP025472.1
GCF_003957415.1,NZ_CP025476.1,NZ_CP025475.1
GCF_003957435.1,NZ_CP025499.1,NZ_CP025498.1
GCF_003957745.1,NZ_CP020373.1,NZ_CP020374.1
GCF_003957785.1,NZ_CP033206.1,NZ_CP033207.1
GCF_003957785.1,NZ_CP033206.1,NZ_CP033208.1
GCF_003957785.1,NZ_CP033206.1,NZ_CP033209.1
GCF_003957785.1,NZ_CP033206.1,NZ_CP033210.1
GCF_003957785.1,NZ_CP033206.1,NZ_CP033211.1
GCF_003957785.1,NZ_CP033206.1,NZ_CP033212.1
GCF_003957805.1,NZ_CP033061.1,NZ_CP033062.1
GCF_003957805.1,NZ_CP033061.1,NZ_CP033063.1
GCF_003963515.1,NZ_CP034541.1,NZ_CP034542.1
GCF_003964795.2,NZ_CP043382.1,NZ_CP043384.1
GCF_003964795.2,NZ_CP043382.1,NZ_CP043383.1
GCF_003964795.2,NZ_CP043382.1,NZ_CP043385.1
GCF_003965345.2,NZ_CP036310.1,NZ_CP036312.1
GCF_003965345.2,NZ_CP036310.1,NZ_CP036311.1
GCF_003966365.1,NZ_AP018515.1,NZ_AP018516.1
GCF_003966385.1,NZ_AP018538.1,NZ_AP018539.1
GCF_003966385.1,NZ_AP018538.1,NZ_AP018540.1
GCF_003966385.1,NZ_AP018538.1,NZ_AP018541.1
GCF_003966405.1,NZ_AP018543.1,NZ_AP018544.1
GCF_003966405.1,NZ_AP018543.1,NZ_AP018545.1
GCF_003966405.1,NZ_AP018543.1,NZ_AP018546.1
GCF_003966405.1,NZ_AP018543.1,NZ_AP018547.1
GCF_003966425.1,NZ_AP018796.1,NZ_AP018797.1
GCF_003966425.1,NZ_AP018796.1,NZ_AP018798.1
GCF_003966425.1,NZ_AP018796.1,NZ_AP018799.1
GCF_003966425.1,NZ_AP018796.1,NZ_AP018800.1
GCF_003966425.1,NZ_AP018796.1,NZ_AP018801.1
GCF_003966445.1,NZ_AP018802.1,NZ_AP018803.1
GCF_003966445.1,NZ_AP018802.1,NZ_AP018804.1
GCF_003966445.1,NZ_AP018802.1,NZ_AP018805.1
GCF_003966445.1,NZ_AP018802.1,NZ_AP018806.1
GCF_003966445.1,NZ_AP018802.1,NZ_AP018807.1
GCF_003966465.1,NZ_AP018808.1,NZ_AP018809.1
GCF_003966465.1,NZ_AP018808.1,NZ_AP018810.1
GCF_003966465.1,NZ_AP018808.1,NZ_AP018811.1
GCF_003966465.1,NZ_AP018808.1,NZ_AP018812.1
GCF_003966675.1,NZ_AP018824.1,NZ_AP018825.1
GCF_003966675.1,NZ_AP018824.1,NZ_AP018826.1
GCF_003966695.1,NZ_AP018827.1,NZ_AP018829.1
GCF_003966695.1,NZ_AP018828.1,NZ_AP018829.1
GCF_003966735.1,NZ_AP017378.1,NZ_AP017379.1
GCF_003966775.1,NZ_AP018784.1,NZ_AP018785.1
GCF_003966795.1,NZ_AP018488.1,NZ_AP018489.1
GCF_003966835.1,NZ_AP018392.1,NZ_AP018393.1
GCF_003966835.1,NZ_AP018392.1,NZ_AP018394.1
GCF_003966855.1,NZ_AP018405.1,NZ_AP018406.1
GCF_003966855.1,NZ_AP018405.1,NZ_AP018407.1
GCF_003966855.1,NZ_AP018405.1,NZ_AP018408.1
GCF_003966855.1,NZ_AP018405.1,NZ_AP018409.1
GCF_003966935.1,NZ_AP018499.1,NZ_AP018500.1
GCF_003966935.1,NZ_AP018499.1,NZ_AP018501.1
GCF_003966935.1,NZ_AP018499.1,NZ_AP018502.1
GCF_003966935.1,NZ_AP018499.1,NZ_AP018503.1
GCF_003967015.1,NZ_AP017560.1,NZ_AP017561.1
GCF_003967015.1,NZ_AP017560.1,NZ_AP017562.1
GCF_003967015.1,NZ_AP017560.1,NZ_AP017563.1
GCF_003967015.1,NZ_AP017560.1,NZ_AP017564.1
GCF_003967015.1,NZ_AP017560.1,NZ_AP017565.1
GCF_003967015.1,NZ_AP017560.1,NZ_AP017566.1
GCF_003967015.1,NZ_AP017560.1,NZ_AP017567.1
GCF_003967055.1,NZ_AP019009.1,NZ_AP019010.1
GCF_003967075.1,NZ_AP018664.1,NZ_AP018665.1
GCF_003967075.1,NZ_AP018664.1,NZ_AP018666.1
GCF_003967075.1,NZ_AP018664.1,NZ_AP018667.1
GCF_003967075.1,NZ_AP018664.1,NZ_AP018668.1
GCF_003967075.1,NZ_AP018664.1,NZ_AP018669.1
GCF_003967075.1,NZ_AP018664.1,NZ_AP018670.1
GCF_003967115.1,NZ_AP018562.1,NZ_AP018563.1
GCF_003967115.1,NZ_AP018562.1,NZ_AP018564.1
GCF_003967135.1,NZ_AP018726.1,NZ_AP018727.1
GCF_003967135.1,NZ_AP018726.1,NZ_AP018728.1
GCF_003967135.1,NZ_AP018726.1,NZ_AP018729.1
GCF_003967135.1,NZ_AP018726.1,NZ_AP018730.1
GCF_003967135.1,NZ_AP018726.1,NZ_AP018731.1
GCF_003970675.1,NZ_CP034562.1,NZ_CP034564.1
GCF_003970675.1,NZ_CP034563.1,NZ_CP034564.1
GCF_003971215.1,NZ_CP034589.1,NZ_CP034590.1
GCF_003971215.1,NZ_CP034589.1,NZ_CP034591.1
GCF_003971215.1,NZ_CP034589.1,NZ_CP034592.1
GCF_003971525.1,NZ_CP031359.1,NZ_CP031360.1
GCF_003971525.1,NZ_CP031359.1,NZ_CP031361.1
GCF_003971525.1,NZ_CP031359.1,NZ_CP031362.1
GCF_003971565.1,NZ_CP026503.1,NZ_CP026504.1
GCF_003971585.1,NZ_CP028372.1,NZ_CP028373.1
GCF_003986605.1,NZ_CP021333.1,NZ_CP021334.1
GCF_003986635.1,NZ_CP028311.1,NZ_CP028312.1
GCF_003986635.1,NZ_CP028311.1,NZ_CP028313.1
GCF_003986655.1,NZ_CP028314.1,NZ_CP028315.1
GCF_003986655.1,NZ_CP028314.1,NZ_CP028316.1
GCF_003986655.1,NZ_CP028314.1,NZ_CP028317.1
GCF_003986675.1,NZ_CP028318.1,NZ_CP028319.1
GCF_003990375.1,NZ_CP034678.1,NZ_CP034682.1
GCF_003990375.1,NZ_CP034678.1,NZ_CP034681.1
GCF_003990375.1,NZ_CP034678.1,NZ_CP034680.1
GCF_003990375.1,NZ_CP034678.1,NZ_CP034676.1
GCF_003990375.1,NZ_CP034678.1,NZ_CP034677.1
GCF_003990375.1,NZ_CP034678.1,NZ_CP034679.1
GCF_003991015.1,NZ_CP029474.1,NZ_CP029475.1
GCF_003991155.1,NZ_CP031293.1,NZ_CP031295.1
GCF_003991155.1,NZ_CP031293.1,NZ_CP031294.1
GCF_003991155.1,NZ_CP031293.1,NZ_CP031296.1
GCF_003991155.1,NZ_CP031293.1,NZ_CP031297.1
GCF_003991175.1,NZ_CP021436.1,NZ_CP021441.1
GCF_003991175.1,NZ_CP021436.1,NZ_CP021440.1
GCF_003991175.1,NZ_CP021436.1,NZ_CP021439.1
GCF_003991175.1,NZ_CP021436.1,NZ_CP021438.1
GCF_003991175.1,NZ_CP021436.1,NZ_CP021437.1
GCF_003991175.1,NZ_CP021436.1,NZ_CP021444.1
GCF_003991175.1,NZ_CP021436.1,NZ_CP021443.1
GCF_003991175.1,NZ_CP021436.1,NZ_CP021442.1
GCF_003991565.1,NZ_CP032819.1,NZ_CP032820.1
GCF_003992745.1,NZ_CP027260.1,NZ_CP027261.1
GCF_003994575.1,NZ_CP034713.1,NZ_CP034714.1
GCF_003994655.1,NZ_CP034719.1,NZ_CP034720.1
GCF_003994855.1,NZ_CP034142.1,NZ_CP034143.1
GCF_003994855.1,NZ_CP034142.1,NZ_CP034144.1
GCF_003999215.1,NZ_CP025736.1,NZ_CP025737.1
GCF_003999235.1,NZ_CP033059.1,NZ_CP033060.1
GCF_003999335.1,NZ_CP026734.1,NZ_CP026735.1
GCF_003999355.1,NZ_CP031835.1,NZ_CP031836.1
GCF_003999445.1,NZ_CP012057.1,NZ_CP012059.1
GCF_003999445.1,NZ_CP012057.1,NZ_CP012058.1
GCF_003999485.1,NZ_CP012053.1,NZ_CP012054.1
GCF_003999505.1,NZ_CP012055.1,NZ_CP012056.1
GCF_003999525.1,NZ_CP012060.1,NZ_CP012062.1
GCF_003999525.1,NZ_CP012060.1,NZ_CP012061.1
GCF_003999545.1,NZ_CP012063.1,NZ_CP012065.1
GCF_003999545.1,NZ_CP012063.1,NZ_CP012064.1
GCF_003999565.1,NZ_CP012048.1,NZ_CP012050.1
GCF_003999565.1,NZ_CP012048.1,NZ_CP012049.1
GCF_003999605.1,NZ_CP019712.1,NZ_CP019713.1
GCF_003999605.1,NZ_CP019712.1,NZ_CP019714.1
GCF_003999605.1,NZ_CP019712.1,NZ_CP019715.1
GCF_003999605.1,NZ_CP019712.1,NZ_CP019716.1
GCF_003999715.1,NZ_CP022481.1,NZ_CP022482.1
GCF_003999715.1,NZ_CP022481.1,NZ_CP022483.1
GCF_003999795.1,NZ_CP034738.1,NZ_CP034739.1
GCF_003999795.1,NZ_CP034738.1,NZ_CP034740.1
GCF_003999795.1,NZ_CP034738.1,NZ_CP034741.1
GCF_003999795.1,NZ_CP034738.1,NZ_CP034742.1
GCF_003999795.1,NZ_CP034738.1,NZ_CP034743.1
GCF_003999795.1,NZ_CP034738.1,NZ_CP034744.1
GCF_004000475.1,NZ_CP012051.1,NZ_CP012052.1
GCF_004001105.1,NZ_AP018377.1,NZ_AP018380.1
GCF_004001105.1,NZ_AP018377.1,NZ_AP018378.1
GCF_004001105.1,NZ_AP018377.1,NZ_AP018379.1
GCF_004001165.1,NZ_AP018381.1,NZ_AP018384.1
GCF_004001165.1,NZ_AP018381.1,NZ_AP018382.1
GCF_004001165.1,NZ_AP018381.1,NZ_AP018383.1
GCF_004001185.1,NZ_AP018385.1,NZ_AP018386.1
GCF_004001185.1,NZ_AP018385.1,NZ_AP018387.1
GCF_004001205.1,NZ_AP018524.1,NZ_AP018525.1
GCF_004001325.1,NZ_AP018722.1,NZ_AP018723.1
GCF_004006035.1,NZ_CP034760.1,NZ_CP034761.1
GCF_004006035.1,NZ_CP034760.1,NZ_CP034762.1
GCF_004006035.1,NZ_CP034760.1,NZ_CP034763.1
GCF_004006035.1,NZ_CP034760.1,NZ_CP034764.1
GCF_004006035.1,NZ_CP034760.1,NZ_CP034765.1
GCF_004006055.1,NZ_CP034769.1,NZ_CP034768.1
GCF_004006175.1,NZ_CP033219.1,NZ_CP033220.1
GCF_004006175.1,NZ_CP033219.1,NZ_CP033221.1
GCF_004006175.1,NZ_CP033219.1,NZ_CP033222.1
GCF_004006175.1,NZ_CP033219.1,NZ_CP033223.1
GCF_004006295.1,NZ_CP026095.1,NZ_CP026096.1
GCF_004006545.1,NZ_CP034784.1,NZ_CP034785.1
GCF_004006545.1,NZ_CP034784.1,NZ_CP034786.1
GCF_004006575.1,NZ_CP034787.1,NZ_CP034788.1
GCF_004006575.1,NZ_CP034787.1,NZ_CP034789.1
GCF_004006575.1,NZ_CP034787.1,NZ_CP034790.1
GCF_004010575.1,NZ_CP034803.1,NZ_CP034804.1
GCF_004010575.1,NZ_CP034803.1,NZ_CP034805.1
GCF_004010595.1,NZ_CP034792.1,NZ_CP034793.1
GCF_004010615.1,NZ_CP034797.1,NZ_CP034796.1
GCF_004010615.1,NZ_CP034797.1,NZ_CP034798.1
GCF_004010635.1,NZ_CP034794.1,NZ_CP034795.1
GCF_004010655.1,NZ_CP034799.1,NZ_CP034800.1
GCF_004010675.1,NZ_CP034806.1,NZ_CP034807.1
GCF_004010695.1,NZ_CP034801.1,NZ_CP034802.1
GCF_004010715.1,NZ_CP034808.1,NZ_CP034809.1
GCF_004010735.1,NZ_CP034819.1,NZ_CP034820.1
GCF_004010735.1,NZ_CP034819.1,NZ_CP034821.1
GCF_004010735.1,NZ_CP034819.1,NZ_CP034822.1
GCF_004010735.1,NZ_CP034819.1,NZ_CP034823.1
GCF_004010735.1,NZ_CP034819.1,NZ_CP034824.1
GCF_004010735.1,NZ_CP034819.1,NZ_CP034825.1
GCF_004010735.1,NZ_CP034819.1,NZ_CP034826.1
GCF_004010735.1,NZ_CP034819.1,NZ_CP034827.1
GCF_004010735.1,NZ_CP034819.1,NZ_CP034828.1
GCF_004010735.1,NZ_CP034819.1,NZ_CP034829.1
GCF_004010735.1,NZ_CP034819.1,NZ_CP034830.1
GCF_004010755.1,NZ_CP034831.1,NZ_CP034832.1
GCF_004010755.1,NZ_CP034831.1,NZ_CP034833.1
GCF_004010775.1,NZ_CP034810.1,NZ_CP034811.1
GCF_004010775.1,NZ_CP034810.1,NZ_CP034813.1
GCF_004010775.1,NZ_CP034810.1,NZ_CP034812.1
GCF_004010775.1,NZ_CP034810.1,NZ_CP034814.1
GCF_004010775.1,NZ_CP034810.1,NZ_CP034815.1
GCF_004010775.1,NZ_CP034810.1,NZ_CP034816.1
GCF_004010775.1,NZ_CP034810.1,NZ_CP034817.1
GCF_004010775.1,NZ_CP034810.1,NZ_CP034818.1
GCF_004010835.2,NZ_CP030868.2,NZ_CP030869.2
GCF_004010915.1,NZ_CP022444.1,NZ_CP022442.1
GCF_004010915.1,NZ_CP022444.1,NZ_CP022443.1
GCF_004010915.1,NZ_CP022444.1,NZ_CP022441.1
GCF_004010995.1,NZ_CP025576.1,NZ_CP025577.1
GCF_004010995.1,NZ_CP025576.1,NZ_CP025578.1
GCF_004010995.1,NZ_CP025576.1,NZ_CP025579.1
GCF_004010995.1,NZ_CP025576.1,NZ_CP025580.1
GCF_004011015.1,NZ_CP025573.1,NZ_CP025574.1
GCF_004011015.1,NZ_CP025573.1,NZ_CP025575.1
GCF_004011905.1,NZ_CP027114.1,NZ_CP027115.1
GCF_004014775.2,NZ_CP042808.1,NZ_CP042809.1
GCF_004014775.2,NZ_CP042808.1,NZ_CP042810.1
GCF_004014775.2,NZ_CP042808.1,NZ_CP042811.1
GCF_004014895.1,NZ_CP032354.1,NZ_CP032355.1
