Plasmid,%GC,Size_bp,GC_bp,Putative_plasmid_T6SS,Transmissible_plasmid
NZ_CP036055.1,33.0195808612872,354632,117098,Absent,Non-transmissible
NZ_CP009999.1,33.16547760102856,317336,105246,Absent,Non-transmissible
NZ_CP027369.1,45.80494523034266,109641,50221,Absent,Non-transmissible
NC_011737.1,37.37133608153562,197705,73885,Absent,Transmissible
NZ_AP022925.1,32.518248175182485,8220,2673,Absent,Non-transmissible
NZ_CP017805.1,28.95057078287072,17257,4996,Absent,Non-transmissible
NC_014104.1,40.32468301931508,8439,3403,Absent,Transmissible
NC_009959.1,68.87379661392055,72296,49793,Absent,Non-transmissible
NZ_CP089946.1,49.78393534553851,30315,15092,Absent,Transmissible
NZ_CP095008.1,57.08098814293361,123302,70382,Absent,Non-transmissible
NC_004979.1,27.151965993623804,1882,511,Absent,Non-transmissible
NZ_CP019247.1,50.94108534316679,151049,76946,Absent,Transmissible
NZ_CP050041.1,51.067433257565625,89748,45832,Absent,Non-transmissible
NZ_CP094475.1,31.49352358887953,75968,23925,Absent,Transmissible
NZ_CP037833.1,26.543160584524475,12523,3324,Absent,Non-transmissible
NZ_MF627445.1,52.58228872654824,192736,101345,Absent,Transmissible
NZ_CP052089.1,67.0523491863196,1974854,1324186,T6SS,Non-transmissible
NZ_CP056753.1,55.06483743657207,5321,2930,Absent,Transmissible
NZ_MN657123.1,38.93542285868684,7402,2882,Absent,Transmissible
NZ_CP083843.1,46.908535143101474,274805,128907,Absent,Transmissible
NZ_KY075658.1,42.69257415373709,62067,26498,Absent,Transmissible
NZ_CP010587.1,36.42014162077105,76260,27774,Absent,Non-transmissible
NZ_LR135387.1,44.82437999967938,62379,27961,Absent,Transmissible
NZ_CP069924.1,46.259769259397096,5374,2486,Absent,Non-transmissible
NZ_CP031314.1,59.84768511536721,185668,111118,Absent,Non-transmissible
NC_013972.1,50.242537974011256,28243,14190,Absent,Non-transmissible
NC_013784.1,42.3784600442454,37066,15708,Absent,Non-transmissible
NC_010888.1,46.04092526690391,2248,1035,Absent,Non-transmissible
NZ_CP002698.1,26.07023840041015,7802,2034,Absent,Non-transmissible
NZ_CP094501.1,38.53617733166039,23910,9214,Absent,Transmissible
NZ_CP019017.1,54.72884678209736,73464,40206,Absent,Non-transmissible
NZ_CP044484.1,42.516296551849365,110146,46830,Absent,Non-transmissible
NZ_MN657055.1,38.49632560768796,1769,681,Absent,Non-transmissible
NC_018147.1,42.189068040409445,14947,6306,Absent,Non-transmissible
NZ_CP087702.1,31.0703228659885,9044,2810,Absent,Non-transmissible
NC_005297.1,60.44855820576718,8427,5094,Absent,Non-transmissible
NZ_CP044767.1,30.70175438596491,228,70,Absent,Non-transmissible
NZ_CP019429.1,47.07435719249479,7195,3387,Absent,Non-transmissible
NZ_CP068867.1,51.19563140801121,62812,32157,Absent,Transmissible
NZ_MF042353.1,54.50475889905819,120406,65627,Absent,Transmissible
NZ_MN200130.1,51.90663032396833,330557,171581,Absent,Transmissible
NZ_CP022182.1,52.88352914595572,70816,37450,Absent,Transmissible
NZ_CP039748.1,31.257503582355447,51642,16142,Absent,Non-transmissible
NZ_CP066820.1,37.65461627827513,43899,16530,Absent,Transmissible
NZ_CP055990.1,54.7886690647482,4448,2437,Absent,Transmissible
NZ_CP090620.1,53.56043332527766,95171,50974,Absent,Transmissible
NZ_CP027167.1,55.78568620929459,165365,92250,Absent,Transmissible
NZ_CP025562.1,37.90310255234602,6543,2480,Absent,Non-transmissible
NZ_CP072725.1,32.07166853303472,4465,1432,Absent,Non-transmissible
NZ_CP052871.1,47.1624286172383,293138,138251,Absent,Non-transmissible
NZ_AP023312.1,46.90281995661605,230500,108111,Absent,Transmissible
NZ_CP043586.1,50.42046984887027,66830,33696,Absent,Transmissible
NZ_MH909337.1,50.55289811569224,51637,26104,Absent,Transmissible
NZ_CP069356.1,61.40190094124835,1387944,852224,Absent,Transmissible
NZ_CP073271.1,39.35366958622773,13244,5212,Absent,Non-transmissible
NZ_CP064276.1,34.015000318961825,109731,37325,Absent,Transmissible
NZ_CP043583.1,51.68815638471256,103693,53597,Absent,Transmissible
NZ_CP067803.1,52.81283575675095,69805,36866,Absent,Non-transmissible
NZ_MN064714.1,46.651935616646085,46161,21535,Absent,Transmissible
NZ_CP024398.1,29.74547915335163,26599,7912,Absent,Non-transmissible
NC_010549.1,37.05220061412487,4885,1810,Absent,Non-transmissible
NZ_CP026759.1,40.17683259328504,25674,10315,Absent,Transmissible
NZ_AP024985.1,69.35612531178134,256991,178239,Absent,Non-transmissible
NZ_CP037469.1,36.58659870447064,235425,86134,Absent,Non-transmissible
NZ_CP031958.1,63.36877124466624,69135,43810,Absent,Non-transmissible
NZ_CP033962.1,53.52492306788387,136159,72879,Absent,Non-transmissible
NZ_CP069877.1,51.43453312467397,1917,986,Absent,Non-transmissible
NZ_CP017765.1,40.74626010202327,17447,7109,Absent,Transmissible
NZ_CP038393.1,49.40275005766897,99707,49258,Absent,Transmissible
NZ_CP020075.1,57.29308312936271,22062,12640,Absent,Transmissible
NZ_MW598231.1,50.45618692976634,177778,89700,Absent,Non-transmissible
NZ_CP076834.1,37.25824800910125,3516,1310,Absent,Transmissible
NZ_CP053964.1,36.084294796326816,42470,15325,Absent,Non-transmissible
NZ_MW574951.1,52.21440759082775,120145,62733,Absent,Transmissible
NZ_CP055196.1,50.5825017872786,99313,50235,Absent,Transmissible
NZ_CP019021.1,50.92529129540782,1459,743,Absent,Non-transmissible
NC_011998.1,33.06994439566871,3417,1130,Absent,Transmissible
NZ_CP045046.1,28.687323465075288,47087,13508,Absent,Transmissible
NZ_CP038623.1,41.55027027027027,46250,19217,Absent,Non-transmissible
NZ_CP028541.2,53.6729083575565,177516,95278,Absent,Transmissible
NZ_CP066400.1,37.35126745990688,1933,722,Absent,Non-transmissible
NZ_CP044979.1,33.42203773289355,561791,187762,Absent,Non-transmissible
NZ_LR135496.1,34.212977336230985,3221,1102,Absent,Non-transmissible
NZ_CP060995.1,39.93331371972149,91773,36648,Absent,Non-transmissible
NZ_CP040718.1,49.893499352147394,158215,78939,Absent,Transmissible
NC_012216.1,40.44422343775899,6033,2440,Absent,Transmissible
NZ_CP094295.1,45.54661331295102,88966,40521,Absent,Non-transmissible
NZ_CP027318.1,46.2637577177441,81954,37915,Absent,Non-transmissible
NZ_LR882929.1,42.40158586457716,64066,27165,Absent,Transmissible
NZ_CP077829.1,33.30953230988933,5602,1866,Absent,Non-transmissible
NZ_CP068594.1,49.20573138394921,82214,40454,Absent,Non-transmissible
NZ_CP042127.1,34.44206008583691,1864,642,Absent,Non-transmissible
NZ_CP073079.1,68.27754285833316,96014,65556,Absent,Transmissible
NZ_CP021755.1,53.26410144293835,45740,24363,Absent,Non-transmissible
NC_018659.1,49.72894831947958,88544,44032,Absent,Transmissible
NZ_CP014603.1,38.20056509087842,47426,18117,Absent,Transmissible
NZ_CP063685.2,49.88037536104328,242007,120714,Absent,Non-transmissible
NZ_CP086876.1,60.10807656691995,157666,94770,Absent,Non-transmissible
NZ_CP017575.1,35.521960819393506,11179,3971,Absent,Non-transmissible
NC_019334.1,53.40323234663732,34526,18438,Absent,Non-transmissible
NZ_CP048247.1,48.66912366912367,39072,19016,Absent,Transmissible
NZ_CP094401.1,35.44624094008663,46634,16530,Absent,Non-transmissible
NZ_CP059456.1,69.0929041697147,19138,13223,Absent,Non-transmissible
NZ_CP042943.1,51.663184581797694,42599,22008,Absent,Transmissible
NZ_CP029573.1,34.4639071739373,8963,3089,Absent,Non-transmissible
NZ_CP072740.1,38.70641738251642,1979,766,Absent,Non-transmissible
NZ_MT560076.1,46.828031350852925,43380,20314,Absent,Transmissible
NZ_CP023725.1,54.116805536760296,103454,55986,Absent,Transmissible
NC_003277.2,53.12722898235977,93933,49904,Absent,Transmissible
NZ_LR134417.1,40.15232407608645,105827,42492,Absent,Non-transmissible
NZ_CP016626.1,48.04075399066926,95598,45926,Absent,Non-transmissible
NZ_CP053192.1,51.14326905190054,129016,65983,Absent,Transmissible
NZ_MG800340.1,47.29317775675391,9513,4499,Absent,Transmissible
NZ_CP010414.1,61.909629932529135,4891,3028,Absent,Transmissible
NZ_CP035461.1,40.3971039323514,72374,29237,Absent,Transmissible
NZ_CP053017.1,53.47595157339363,169824,90815,Absent,Transmissible
NZ_CP033872.1,38.57247479015267,35502,13694,Absent,Non-transmissible
NC_017794.1,29.63188149458324,18092,5361,Absent,Non-transmissible
NZ_CP019714.1,38.24123989218329,2968,1135,Absent,Non-transmissible
NZ_CP068935.1,51.22269574926481,63589,32572,Absent,Transmissible
NZ_CP047819.1,30.76301978199435,2477,762,Absent,Non-transmissible
NZ_CP056440.1,51.3302034428795,1917,984,Absent,Non-transmissible
NZ_CP034165.1,44.96528594041406,63807,28691,Absent,Non-transmissible
NZ_CP035575.1,39.42758783624152,29629,11682,Absent,Transmissible
NZ_CP028232.1,40.444518477976345,42023,16996,Absent,Transmissible
NZ_CP036088.1,34.87854791351544,11239,3920,Absent,Transmissible
NZ_CP092457.1,37.26315789473684,4275,1593,Absent,Transmissible
NZ_CP027504.1,35.38196757717078,36024,12746,Absent,Non-transmissible
NZ_OL804387.1,50.13131355576099,95192,47721,Absent,Transmissible
NZ_CP069864.1,51.77721632893211,115574,59841,Absent,Transmissible
NZ_CP071045.1,68.36940385632914,466817,319160,Absent,Transmissible
NZ_LC589514.1,54.26816225032755,149596,81183,Absent,Transmissible
NZ_CP023878.1,53.04955527318933,108606,57615,Absent,Transmissible
NZ_CP024287.1,50.82808396835882,124142,63099,Absent,Transmissible
NZ_CP022549.1,53.97880750232731,196579,106111,Absent,Transmissible
NC_019969.1,32.09580838323353,4175,1340,Absent,Transmissible
NZ_CP087054.1,60.2589161585156,290596,175110,Absent,Non-transmissible
NZ_CP051690.1,51.992772065560416,39292,20429,Absent,Transmissible
NZ_CP036068.1,33.34602908325274,233674,77921,Absent,Transmissible
NZ_CP039760.1,32.77783256089143,30423,9972,Absent,Transmissible
NZ_CP082960.1,53.285216525634645,4018,2141,Absent,Transmissible
NZ_CP028699.1,47.59783886378587,92729,44137,Absent,Non-transmissible
NZ_LR134449.1,72.33897803741773,67615,48912,Absent,Non-transmissible
NZ_CP048913.1,51.58069883527454,4207,2170,Absent,Transmissible
NZ_CP017670.1,47.57802813864482,92755,44131,Absent,Non-transmissible
NZ_KX520649.1,31.16734194633438,39243,12231,Absent,Transmissible
NZ_CP043596.1,48.87525562372189,2445,1195,Absent,Transmissible
NC_012655.1,33.04334071496362,94830,31335,Absent,Transmissible
NZ_AP025909.1,51.61764705882353,4760,2457,Absent,Transmissible
NZ_MT732180.1,57.21193491970958,471725,269883,Absent,Transmissible
NZ_CP083611.1,49.82923270125308,255611,127369,Absent,Transmissible
NZ_CP089786.1,37.8125,14080,5324,Absent,Transmissible
NZ_CP031891.1,30.53790453672233,27068,8266,Absent,Non-transmissible
NZ_CP090559.1,33.84234420140322,77536,26240,Absent,Transmissible
NZ_CP051679.1,43.48568766499301,19319,8401,Absent,Transmissible
NC_002145.1,50.87153001936733,1549,788,Absent,Non-transmissible
NZ_KM580533.1,41.87996354641323,38405,16084,Absent,Transmissible
NZ_CP012741.1,43.76685838245158,70069,30667,Absent,Transmissible
NZ_CP089029.1,52.70024733257026,124933,65840,Absent,Transmissible
NZ_AP024806.1,34.78989718372821,8948,3113,Absent,Non-transmissible
NC_012473.1,32.16885574354408,179680,57801,Absent,Non-transmissible
NZ_CP064228.1,51.14367405289492,5596,2862,Absent,Transmissible
NC_004942.1,38.05849216760552,12959,4932,Absent,Non-transmissible
NZ_CP067606.1,54.58324633169454,52681,28755,Absent,Non-transmissible
NZ_CP016899.1,37.03243088108677,10453,3871,Absent,Transmissible
NZ_KY213890.1,51.0873786407767,56650,28941,Absent,Transmissible
NZ_KY503036.1,53.54843596152389,39609,21210,Absent,Non-transmissible
NZ_OW969911.1,47.33485193621868,2195,1039,Absent,Non-transmissible
NZ_CP030056.1,59.27312793324157,979292,580457,Absent,Transmissible
NZ_CP086907.1,65.3479915844775,82229,53735,Absent,Non-transmissible
NZ_CP042503.1,55.65468381002361,3811,2121,Absent,Non-transmissible
NZ_AP018215.1,40.26328161730137,21270,8564,Absent,Non-transmissible
NZ_CP037284.1,28.282828282828284,1287,364,Absent,Non-transmissible
NZ_CP027927.1,29.955947136563875,4313,1292,Absent,Non-transmissible
NZ_CP056836.1,51.13910479764138,119392,61056,Absent,Non-transmissible
NZ_CP078036.1,51.716879546365774,69836,36117,Absent,Transmissible
NZ_CP046940.1,51.57533087804688,153682,79262,Absent,Non-transmissible
NZ_CP080583.1,36.78916827852998,25850,9510,Absent,Non-transmissible
NZ_CP053550.1,68.24116983967936,63872,43587,Absent,Transmissible
NZ_MT349893.1,41.81885948565039,2683,1122,Absent,Non-transmissible
NZ_CP045027.1,39.73886842986274,14935,5935,Absent,Non-transmissible
NZ_AP012546.1,43.288084464555055,1326,574,Absent,Non-transmissible
NZ_CP010417.1,55.34218885359515,13852,7666,Absent,Non-transmissible
NZ_CP021682.1,47.342859436461424,49828,23590,Absent,Transmissible
NZ_CP075453.1,50.67626057949439,181365,91909,Absent,Transmissible
NZ_CP010703.1,58.17403570212559,41118,23920,Absent,Non-transmissible
NZ_CP020539.1,63.0129817055117,959196,604418,Absent,Transmissible
NC_006868.1,42.670257791458255,5198,2218,Absent,Transmissible
NZ_CP042895.1,46.85818824514349,258004,120896,Absent,Transmissible
NZ_CP074057.1,25.523040254237287,30208,7710,Absent,Non-transmissible
NZ_CP036015.1,28.03516744048207,10123,2838,Absent,Transmissible
NZ_CP071056.1,70.93717093717093,2849,2021,Absent,Non-transmissible
NZ_AP019412.1,55.29727700615056,34631,19150,Absent,Non-transmissible
NZ_CP012054.1,60.18328576525152,44848,26991,Absent,Transmissible
NZ_CP017586.1,45.08665486109095,34447,15531,Absent,Transmissible
NZ_MN276081.1,46.651935616646085,46161,21535,Absent,Transmissible
NZ_CP095129.1,47.54066615027111,5164,2455,Absent,Transmissible
NZ_LR135439.1,33.05286553421178,6299,2082,Absent,Non-transmissible
NZ_CP023006.1,34.17595845425386,39282,13425,Absent,Non-transmissible
NZ_CP034300.1,44.688083991473135,106487,47587,Absent,Transmissible
NZ_CP069933.1,52.11942944636957,24818,12935,Absent,Non-transmissible
NZ_CP029162.1,26.994663542886894,7683,2074,Absent,Non-transmissible
NZ_CP023544.1,31.578756439091634,55132,17410,Absent,Transmissible
NZ_CP027853.1,49.07441557326112,395858,194265,Orphan island,Non-transmissible
NC_017373.1,33.74749189689767,25916,8746,Absent,Transmissible
NZ_CP075381.1,28.394497026846345,28421,8070,Absent,Non-transmissible
NZ_CP039155.1,36.133310661452136,5881,2125,Absent,Non-transmissible
NZ_CP063115.1,34.52307692307692,3250,1122,Absent,Non-transmissible
NZ_CP059897.1,62.03541238109227,1382059,857366,Absent,Transmissible
NZ_CP017023.1,62.43040985908512,60533,37791,Absent,Non-transmissible
NZ_CP031995.1,34.589928057553955,6950,2404,Absent,Transmissible
NC_008691.1,57.54698701801976,5161,2970,Absent,Transmissible
NZ_KJ588779.1,51.96029001356332,140821,73171,Absent,Transmissible
NZ_MH785259.1,35.575589459084604,1442,513,Absent,Non-transmissible
NZ_CP097418.1,44.34978702079679,3991,1770,Absent,Non-transmissible
NZ_CP036076.1,33.653419854096974,198488,66798,Absent,Non-transmissible
NZ_MT039204.1,47.47606956187883,114603,54409,Absent,Transmissible
NZ_CP066616.1,36.14118120940537,59583,21534,Absent,Transmissible
NC_010311.1,70.11155433801659,187263,131293,Absent,Transmissible
NZ_CP035420.1,65.08199401482787,140681,91558,Absent,Non-transmissible
NZ_AP023335.1,64.74088221250965,27227,17627,Absent,Transmissible
NZ_CP018449.1,50.577487667844,67101,33938,Absent,Transmissible
NZ_CP014417.1,30.80745341614907,2415,744,Absent,Non-transmissible
NZ_CP026573.2,46.19978284473398,3684,1702,Absent,Non-transmissible
NZ_CP036003.1,35.56590878462931,51943,18474,Absent,Non-transmissible
NZ_CP035358.1,53.87849064157742,9991,5383,Absent,Non-transmissible
NZ_CP067450.1,45.47497207574616,230982,105039,Absent,Non-transmissible
NZ_CP031549.1,52.18389588403343,189020,98638,Absent,Transmissible
NZ_CP091952.1,32.404223373855764,41294,13381,Absent,Non-transmissible
NZ_MN831412.1,35.55798687089715,18280,6500,Absent,Non-transmissible
NZ_CP054283.1,48.272620985305245,43621,21057,Absent,Transmissible
NZ_CP069541.1,32.97404311482622,4546,1499,Absent,Non-transmissible
NC_005002.1,57.18608169440242,1983,1134,Absent,Non-transmissible
NC_001336.1,41.77149622613586,13514,5645,Absent,Non-transmissible
NZ_CP086417.1,52.5563535064404,156512,82257,Absent,Transmissible
NC_020961.1,36.30036139740329,7471,2712,Absent,Non-transmissible
NC_022743.1,47.16219613862828,75569,35640,Absent,Non-transmissible
NZ_CP047966.1,55.73514155553217,133022,74140,Absent,Transmissible
NZ_CP094504.1,39.4709213540341,62864,24813,Absent,Transmissible
NZ_AP022035.1,49.840959138732565,4087,2037,Absent,Transmissible
NZ_LR890646.1,48.86322627210394,5542,2708,Absent,Non-transmissible
NZ_CP025801.1,40.222584221981904,73051,29383,Absent,Transmissible
NZ_CP076057.1,52.70935552314017,120656,63597,Absent,Transmissible
NZ_MW207674.1,34.85409209488564,16483,5745,Absent,Non-transmissible
NZ_CP058811.1,50.70344705635313,90483,45878,Absent,Transmissible
NZ_CP015361.1,31.595576619273302,6330,2000,Absent,Transmissible
NC_001740.1,60.96269000460617,8684,5294,Absent,Transmissible
NZ_CP037250.1,26.941407345107933,3567,961,Absent,Non-transmissible
NZ_CP050268.1,49.4043853391302,74293,36704,Absent,Non-transmissible
NZ_CP072540.1,50.10714735913274,103129,51675,Absent,Non-transmissible
NZ_KU932021.1,53.06850954998095,91885,48762,Absent,Transmissible
NZ_CP077310.1,52.245062836624776,111400,58201,Absent,Non-transmissible
NZ_MT810374.1,53.66406312478341,112539,60393,Absent,Transmissible
NZ_CP026763.1,48.11923161259028,150497,72418,Absent,Non-transmissible
NZ_CP061608.1,42.15711693025668,3857,1626,Absent,Transmissible
NZ_CP018748.1,29.055100685992475,27114,7878,Absent,Non-transmissible
NZ_CP080149.1,45.94616632088207,110377,50714,Absent,Non-transmissible
NZ_CP032198.1,54.443467921211806,58029,31593,Absent,Transmissible
NZ_CP089526.1,33.000735216888984,28563,9426,Absent,Transmissible
NZ_CP023672.1,24.67900302114804,5296,1307,Absent,Non-transmissible
NZ_CP023056.1,44.52497035182501,15178,6758,Absent,Non-transmissible
NZ_CP021733.1,51.65883413408946,114267,59029,Absent,Transmissible
NZ_LC549808.1,52.26365973772658,124069,64843,Absent,Non-transmissible
NZ_CP084663.1,23.722025394450192,45443,10780,Absent,Non-transmissible
NZ_CP098832.1,48.45983928757784,229976,111446,Absent,Non-transmissible
NZ_CP087046.1,59.468394604601954,60496,35976,Absent,Non-transmissible
NZ_AP022923.1,31.95254209646512,24527,7837,Absent,Non-transmissible
NZ_CP080021.1,31.78733031674208,3536,1124,Absent,Transmissible
NZ_CP035409.1,42.609385626841984,35288,15036,Absent,Non-transmissible
NZ_CP047327.1,35.89169381107492,181744,65231,Absent,Transmissible
NZ_CP034578.1,31.82225637085414,7809,2485,Absent,Non-transmissible
NZ_CP006660.1,49.60278053624628,2014,999,Absent,Non-transmissible
NC_002033.1,62.249196289650165,184457,114823,Absent,Transmissible
NZ_AP024803.1,40.38628038628038,90090,36384,Absent,Non-transmissible
NZ_CP010771.1,55.08218677706076,82130,45239,Absent,Transmissible
NZ_MW390545.1,54.41821092420776,119313,64928,Absent,Transmissible
NZ_CP044190.1,50.97516405017028,120390,61369,Absent,Transmissible
NZ_CP012834.1,44.76386417556346,53952,24151,Absent,Transmissible
NZ_CP092467.1,52.38215373037321,233864,122503,Absent,Transmissible
NZ_CP050710.1,51.91828599900349,90315,46890,Absent,Transmissible
NZ_CP004351.1,56.765542462413656,2461,1397,Absent,Non-transmissible
NC_021978.1,51.786805131337815,6548,3391,Absent,Transmissible
NZ_KX377410.1,46.94123398163344,57278,26887,Absent,Transmissible
NZ_CP073877.1,27.130182040691448,26148,7094,Absent,Non-transmissible
NZ_CP065885.1,30.84205836489196,8978,2769,Absent,Transmissible
